shipment_id,date,client_id,location_id,line_id
2226,2024-11-28,4,31,80
2227,2024-11-28,6,22,83
2228,2024-11-28,5,31,46
2229,2024-11-28,10,22,84
2230,2024-11-28,1,22,58
2231,2024-11-28,3,22,35
2232,2024-11-28,4,22,8
2233,2024-11-28,3,22,74
2234,2024-11-28,1,22,7
2235,2024-11-28,10,22,78
2236,2024-11-28,4,31,30
2237,2024-11-28,4,22,60
2238,2024-11-28,10,31,1
2239,2024-11-28,3,22,58
2240,2024-11-28,2,31,15
2241,2024-11-28,9,22,46
2242,2024-11-28,8,31,13
2243,2024-11-28,9,31,78
2244,2024-11-28,2,31,45
2245,2024-11-28,9,22,42
2246,2024-11-28,2,22,5
2247,2024-11-28,10,31,86
2248,2024-11-28,2,31,52
2249,2024-11-28,3,31,54
2250,2024-11-28,8,22,19
2251,2024-11-28,5,31,62
2252,2024-11-28,2,22,21
2253,2024-11-28,10,22,40
2254,2024-11-28,1,31,64
2255,2024-11-28,7,22,54
2256,2024-11-28,6,31,46
2257,2024-11-28,2,22,18
2258,2024-11-28,2,31,97
2259,2024-11-28,2,22,21
2260,2024-11-28,2,31,76
2261,2024-11-28,9,22,59
2262,2024-11-28,3,31,74
2263,2024-11-28,2,22,30
2264,2024-11-28,6,22,88
2265,2024-11-28,6,22,1
2266,2024-11-28,4,31,92
2267,2024-11-28,8,31,51
2268,2024-11-28,1,22,30
2269,2024-11-28,10,31,23
2270,2024-11-28,1,22,69
2271,2024-11-28,5,31,11
2272,2024-11-28,3,31,95
2273,2024-11-28,2,31,77
2274,2024-11-28,10,31,96
2275,2024-11-28,3,31,79
2276,2024-11-28,4,22,93
2277,2024-11-28,7,31,60
2278,2024-11-28,3,22,39
2279,2024-11-28,10,22,22
2280,2024-11-28,8,31,5
2281,2024-11-28,8,22,49
2282,2024-11-28,1,31,9
2283,2024-11-28,5,22,62
2284,2024-11-28,6,22,7
2285,2024-11-28,2,22,22
2286,2024-11-28,3,22,22
2287,2024-11-28,7,22,28
2288,2024-11-28,4,31,49
2289,2024-11-28,4,31,64
2290,2024-11-28,9,22,54
2291,2024-11-28,10,31,33
2292,2024-11-28,6,31,17
2293,2024-11-28,4,31,70
2294,2024-11-28,10,31,62
2295,2024-11-28,4,22,69
2296,2024-11-28,3,22,45
2297,2024-11-28,8,22,16
2298,2024-11-28,5,31,36
2299,2024-11-28,10,31,75
2300,2024-11-28,7,31,16
2301,2024-11-28,1,31,56
2302,2024-11-28,7,22,56
2303,2024-11-28,9,31,61
2304,2024-11-28,8,22,6
2305,2024-11-28,1,31,18
2306,2024-11-28,6,31,78
2307,2024-11-28,1,22,59
2308,2024-11-28,3,31,83
2309,2024-11-28,1,31,67
2310,2024-11-28,7,31,78
2311,2024-11-28,7,31,55
2312,2024-11-28,2,22,92
2313,2024-11-28,9,31,75
2314,2024-11-28,9,31,1
2315,2024-11-28,4,22,59
2316,2024-11-28,1,22,43
2317,2024-11-28,5,22,90
2318,2024-11-28,4,31,13
2319,2024-11-28,8,22,99
2320,2024-11-28,9,22,72
2321,2024-11-28,4,31,5
2322,2024-11-28,3,31,45
2323,2024-11-28,6,22,28
2324,2024-11-28,4,31,63
2325,2024-11-28,3,31,47
2326,2024-11-28,3,22,49
2327,2024-11-28,10,22,36
2328,2024-11-28,10,22,29
2329,2024-11-28,5,22,40
2330,2024-11-28,5,22,22
2331,2024-11-28,3,22,7
2332,2024-11-28,8,22,73
2333,2024-11-28,1,22,84
2334,2024-11-28,7,22,9
2335,2024-11-28,9,22,79
2336,2024-11-28,9,31,59
2337,2024-11-28,10,31,15
2338,2024-11-28,1,22,7
2339,2024-11-28,9,22,39
2340,2024-11-28,5,22,72
2341,2024-11-28,10,22,68
2342,2024-11-28,6,31,33
2343,2024-11-28,3,22,49
2344,2024-11-28,8,31,23
2345,2024-11-28,1,22,30
2346,2024-11-28,9,22,80
2347,2024-11-28,2,31,39
2348,2024-11-28,7,31,71
2349,2024-11-28,4,31,50
2350,2024-11-28,8,22,13
2351,2024-11-28,2,22,82
2352,2024-11-28,7,31,94
2353,2024-11-28,1,22,87
2354,2024-11-28,7,31,52
2355,2024-11-28,4,31,82
2356,2024-11-28,3,22,90
2357,2024-11-28,10,22,47
2358,2024-11-28,8,22,29
2359,2024-11-28,1,22,47
2360,2024-11-28,6,22,64
2361,2024-11-28,5,31,39
2362,2024-11-28,7,31,93
2363,2024-11-28,10,22,15
2364,2024-11-28,10,31,42
2365,2024-11-28,8,22,22
2366,2024-11-28,5,22,22
2367,2024-11-28,10,22,2
2368,2024-11-28,10,22,48
2369,2024-11-28,1,31,36
2370,2024-11-28,10,31,84
2371,2024-11-28,1,31,31
2372,2024-11-28,10,31,53
2373,2024-11-28,8,22,55
2374,2024-11-28,2,22,7
2375,2024-11-28,2,22,16
2376,2024-11-28,10,22,18
2377,2024-11-28,8,22,95
2378,2024-11-28,4,22,69
2379,2024-11-28,4,22,84
2380,2024-11-28,3,31,82
2381,2024-11-28,5,22,87
2382,2024-11-28,8,31,77
2383,2024-11-28,2,31,38
2384,2024-11-28,8,22,20
2385,2024-11-28,1,22,65
2386,2024-11-28,9,22,7
2387,2024-11-28,6,31,75
2388,2024-11-28,1,31,39
2389,2024-11-28,3,31,32
2390,2024-11-28,4,22,62
2391,2024-11-28,9,31,92
2392,2024-11-28,9,31,22
2393,2024-11-28,2,31,37
2394,2024-11-28,4,31,69
2395,2024-11-28,8,22,5
2396,2024-11-28,8,31,96
2397,2024-11-28,5,31,57
2398,2024-11-28,4,31,53
2399,2024-11-28,2,22,2
2400,2024-11-28,9,31,33
2401,2024-11-28,2,22,85
2402,2024-11-28,2,22,84
2403,2024-11-28,3,31,93
2404,2024-11-28,6,31,51
2405,2024-11-28,10,31,36
2406,2024-11-28,5,31,14
2407,2024-11-28,9,31,29
2408,2024-11-28,2,31,55
2409,2024-11-28,4,22,14
2410,2024-11-28,6,31,19
2411,2024-11-28,7,22,57
2412,2024-11-28,2,22,52
2413,2024-11-28,7,31,2
2414,2024-11-28,10,31,82
2415,2024-11-28,3,22,13
2416,2024-11-28,3,31,70
2417,2024-11-28,4,31,97
2418,2024-11-28,9,22,69
2419,2024-11-28,8,22,76
2420,2024-11-28,6,31,75
2421,2024-11-28,1,31,44
2422,2024-11-28,4,31,39
2423,2024-11-28,3,31,38
2424,2024-11-28,7,22,73
2425,2024-11-28,8,22,80
2426,2024-11-28,1,31,34
2427,2024-11-28,8,22,75
2428,2024-11-28,2,22,97
2429,2024-11-28,9,31,68
2430,2024-11-28,2,31,38
2431,2024-11-28,8,31,50
2432,2024-11-28,2,31,8
2433,2024-11-28,2,31,76
2434,2024-11-28,3,31,73
2435,2024-11-28,10,22,3
2436,2024-11-28,10,31,98
2437,2024-11-28,5,31,18
2438,2024-11-28,10,22,89
2439,2024-11-28,2,31,61
2440,2024-11-28,6,22,22
2441,2024-11-28,5,31,33
2442,2024-11-28,10,31,58
2443,2024-11-28,2,22,48
2444,2024-11-28,1,22,30
2445,2024-11-28,7,22,74
2446,2024-11-28,4,22,30
2447,2024-11-28,3,22,8
2448,2024-11-28,8,31,99
2449,2024-11-28,10,31,80
2450,2024-11-28,7,22,15
2451,2024-11-28,10,31,93
2452,2024-11-28,1,31,53
2453,2024-11-28,10,22,2
2454,2024-11-28,9,31,19
2455,2024-11-28,10,31,73
2456,2024-11-28,1,31,60
2457,2024-11-28,2,31,31
2458,2024-11-28,4,22,48
2459,2024-11-28,3,31,91
2460,2024-11-28,7,22,22
2461,2024-11-28,5,22,93
2462,2024-11-28,6,22,80
2463,2024-11-28,6,22,66
2464,2024-11-28,10,31,94
2465,2024-11-28,9,22,64
2466,2024-11-28,8,31,71
2467,2024-11-28,5,22,56
2468,2024-11-28,10,22,1
2469,2024-11-28,8,22,13
2470,2024-11-28,10,22,70
2471,2024-11-28,7,22,33
2472,2024-11-28,5,31,12
2473,2024-11-28,7,22,90
2474,2024-11-28,2,31,86
2475,2024-11-28,9,22,56
2476,2024-11-28,10,22,84
2477,2024-11-28,9,22,46
2478,2024-11-28,10,31,94
2479,2024-11-28,6,31,73
2480,2024-11-28,5,22,60
2481,2024-11-28,1,31,13
2482,2024-11-28,7,22,25
2483,2024-11-28,8,31,12
2484,2024-11-28,2,31,75
2485,2024-11-28,2,22,54
2486,2024-11-28,8,22,51
2487,2024-11-28,10,22,23
2488,2024-11-28,3,31,49
2489,2024-11-28,2,31,2
2490,2024-11-28,3,22,37
2491,2024-11-28,10,31,35
2492,2024-11-28,8,22,38
2493,2024-11-28,10,22,94
2494,2024-11-28,10,31,67
2495,2024-11-28,6,31,27
2496,2024-11-28,2,31,5
2497,2024-11-28,10,31,52
2498,2024-11-28,1,31,99
2499,2024-11-28,10,22,13
2500,2024-11-28,3,31,80
2501,2024-11-28,1,31,92
2502,2024-11-28,6,31,39
2503,2024-11-28,9,31,53
2504,2024-11-28,6,31,63
2505,2024-11-28,2,22,51
2506,2024-11-28,6,22,53
2507,2024-11-28,4,31,12
2508,2024-11-28,2,22,99
2509,2024-11-28,5,31,63
2510,2024-11-28,8,22,25
2511,2024-11-28,5,22,34
2512,2024-11-28,6,31,46
2513,2024-11-28,4,22,73
2514,2024-11-28,4,22,63
2515,2024-11-28,5,22,43
2516,2024-11-28,2,31,82
2517,2024-11-28,7,22,20
2518,2024-11-28,5,31,56
2519,2024-11-28,1,31,22
2520,2024-11-28,2,22,77
2521,2024-11-28,7,31,10
2522,2024-11-28,1,22,76
2523,2024-11-28,3,22,15
2524,2024-11-28,1,31,23
2525,2024-11-28,4,22,47
2526,2024-11-28,4,31,96
2527,2024-11-28,5,22,18
2528,2024-11-28,3,31,76
2529,2024-11-28,6,31,10
2530,2024-11-28,10,31,85
2531,2024-11-28,9,22,17
2532,2024-11-28,4,31,12
2533,2024-11-28,7,31,85
2534,2024-11-28,4,31,64
2535,2024-11-28,6,22,38
2536,2024-11-28,10,22,23
2537,2024-11-28,8,22,53
2538,2024-11-28,5,31,92
2539,2024-11-28,3,31,38
2540,2024-11-28,4,22,74
2541,2024-11-28,1,31,79
2542,2024-11-28,9,22,59
2543,2024-11-28,1,31,33
2544,2024-11-28,4,31,32
2545,2024-11-28,1,22,24
2546,2024-11-28,7,22,16
2547,2024-11-28,1,22,62
2548,2024-11-28,7,22,11
2549,2024-11-28,4,31,64
2550,2024-11-28,3,31,1
2551,2024-11-28,3,31,20
2552,2024-11-28,1,31,21
2553,2024-11-28,5,22,61
2554,2024-11-28,4,31,31
2555,2024-11-28,9,31,28
2556,2024-11-28,7,22,54
2557,2024-11-28,10,31,17
2558,2024-11-28,6,22,29
2559,2024-11-28,6,22,73
2560,2024-11-28,3,22,5
2561,2024-11-28,3,31,20
2562,2024-11-28,4,22,27
2563,2024-11-28,3,31,17
2564,2024-11-28,2,31,32
2565,2024-11-28,10,31,38
2566,2024-11-28,8,31,85
2567,2024-11-28,10,31,87
2568,2024-11-28,5,22,50
2569,2024-11-28,3,22,82
2570,2024-11-28,6,31,81
2571,2024-11-28,3,22,54
2572,2024-11-28,3,22,41
2573,2024-11-28,1,31,8
2574,2024-11-28,4,22,37
2575,2024-11-28,6,22,62
2576,2024-11-28,4,22,80
2577,2024-11-28,4,31,2
2578,2024-11-28,7,22,99
2579,2024-11-28,5,22,78
2580,2024-11-28,9,31,98
2581,2024-11-28,10,22,32
2582,2024-11-28,1,31,89
2583,2024-11-28,10,31,90
2584,2024-11-28,2,22,69
2585,2024-11-28,9,22,56
2586,2024-11-28,2,31,58
2587,2024-11-28,1,22,32
2588,2024-11-28,4,22,58
2589,2024-11-28,6,22,76
2590,2024-11-28,6,22,47
2591,2024-11-28,3,31,91
2592,2024-11-28,8,22,40
2593,2024-11-28,5,22,53
2594,2024-11-28,6,31,58
2595,2024-11-28,5,22,90
2596,2024-11-28,9,22,13
2597,2024-11-28,10,22,70
2598,2024-11-28,7,31,71
2599,2024-11-28,8,22,78
2600,2024-11-28,2,31,72
2601,2024-11-28,6,31,7
2602,2024-11-28,3,22,96
2603,2024-11-28,2,22,78
2604,2024-11-28,10,31,29
2605,2024-11-28,8,31,7
2606,2024-11-28,9,22,36
2607,2024-11-28,2,22,63
2608,2024-11-28,6,22,74
2609,2024-11-28,4,31,87
2610,2024-11-28,8,31,57
2611,2024-11-28,2,22,63
2612,2024-11-28,1,22,6
2613,2024-11-28,6,22,34
2614,2024-11-28,2,31,9
2615,2024-11-28,10,31,33
2616,2024-11-28,10,31,35
2617,2024-11-28,4,22,84
2618,2024-11-28,2,31,39
2619,2024-11-28,6,31,22
2620,2024-11-28,10,22,45
2621,2024-11-28,7,22,87
2622,2024-11-28,3,31,55
2623,2024-11-28,3,31,50
2624,2024-11-28,4,22,45
2625,2024-11-28,5,31,86
2626,2024-11-28,2,31,36
2627,2024-11-28,1,22,7
2628,2024-11-28,2,31,69
2629,2024-11-28,3,31,55
2630,2024-11-28,4,22,13
2631,2024-11-28,1,31,86
2632,2024-11-28,9,22,84
2633,2024-11-28,2,31,1
2634,2024-11-28,3,22,67
2635,2024-11-28,4,31,24
2636,2024-11-28,9,22,99
2637,2024-11-28,2,22,55
2638,2024-11-28,2,31,69
2639,2024-11-28,4,31,67
2640,2024-11-28,6,31,54
2641,2024-11-28,2,22,9
2642,2024-11-28,7,22,74
2643,2024-11-28,3,31,23
2644,2024-11-28,7,22,50
2645,2024-11-28,9,22,88
2646,2024-11-28,9,22,92
2647,2024-11-28,9,22,29
2648,2024-11-28,1,22,90
2649,2024-11-28,6,22,88
2650,2024-11-28,10,22,82
2651,2024-11-28,2,22,41
2652,2024-11-28,8,22,93
2653,2024-11-28,9,22,73
2654,2024-11-28,10,31,5
2655,2024-11-28,10,22,87
2656,2024-11-28,1,22,28
2657,2024-11-28,4,22,6
2658,2024-11-28,2,31,89
2659,2024-11-28,3,22,85
2660,2024-11-28,5,31,58
2661,2024-11-28,1,31,14
2662,2024-11-28,1,31,72
2663,2024-11-28,4,31,26
2664,2024-11-28,8,22,81
2665,2024-11-28,5,22,35
2666,2024-11-28,8,31,12
2667,2024-11-28,7,31,19
2668,2024-11-28,3,22,12
2669,2024-11-28,4,31,74
2670,2024-11-28,10,22,73
2671,2024-11-28,4,31,62
2672,2024-11-28,1,31,46
2673,2024-11-28,5,22,11
2674,2024-11-28,6,22,88
2675,2024-11-28,5,31,5
2676,2024-11-28,3,22,54
2677,2024-11-28,10,22,31
2678,2024-11-28,2,22,90
2679,2024-11-28,6,22,20
2680,2024-11-28,8,31,6
2681,2024-11-28,10,22,23
2682,2024-11-28,6,31,76
2683,2024-11-28,10,22,9
2684,2024-11-28,9,31,87
2685,2024-11-28,7,31,42
2686,2024-11-28,6,31,28
2687,2024-11-28,3,22,14
2688,2024-11-28,2,31,22
2689,2024-11-28,10,31,22
2690,2024-11-28,3,22,41
2691,2024-11-28,2,31,19
2692,2024-11-28,2,31,77
2693,2024-11-28,6,22,35
2694,2024-11-28,1,31,81
2695,2024-11-28,4,22,57
2696,2024-11-28,10,31,59
2697,2024-11-28,1,22,76
2698,2024-11-28,8,22,5
2699,2024-11-28,9,22,89
2700,2024-11-28,10,22,41
2701,2024-11-28,4,22,77
2702,2024-11-28,1,31,78
2703,2024-11-28,5,22,74
2704,2024-11-28,7,22,8
2705,2024-11-28,10,22,76
2706,2024-11-28,10,31,47
2707,2024-11-28,6,22,71
2708,2024-11-28,9,31,78
2709,2024-11-28,9,22,80
2710,2024-11-28,7,22,45
2711,2024-11-28,2,22,86
2712,2024-11-28,10,22,83
2713,2024-11-28,10,31,84
2714,2024-11-28,1,31,6
2715,2024-11-28,8,22,82
2716,2024-11-28,3,22,24
2717,2024-11-28,1,22,85
2718,2024-11-28,2,22,34
2719,2024-11-28,7,31,59
2720,2024-11-28,9,22,15
2721,2024-11-28,9,31,32
2722,2024-11-28,1,22,90
2723,2024-11-28,8,22,34
2724,2024-11-28,9,31,17
2725,2024-11-28,9,31,33
2726,2024-11-28,2,31,96
2727,2024-11-28,3,22,96
2728,2024-11-28,10,22,86
2729,2024-11-28,3,22,7
2730,2024-11-28,3,31,56
2731,2024-11-28,8,22,44
2732,2024-11-28,7,22,79
2733,2024-11-28,6,31,45
2734,2024-11-28,3,31,14
2735,2024-11-28,2,22,67
2736,2024-11-28,8,22,18
2737,2024-11-28,8,22,34
2738,2024-11-28,9,31,30
2739,2024-11-28,5,22,85
2740,2024-11-28,6,31,70
2741,2024-11-28,7,31,14
2742,2024-11-28,6,31,92
2743,2024-11-28,9,22,7
2744,2024-11-28,4,22,54
2745,2024-11-28,5,31,71
2746,2024-11-28,9,31,22
2747,2024-11-28,3,22,52
2748,2024-11-28,1,22,64
2749,2024-11-28,2,31,5
2750,2024-11-28,10,22,29
2751,2024-11-28,3,22,70
2752,2024-11-28,8,31,44
2753,2024-11-28,1,31,59
2754,2024-11-28,7,31,27
2755,2024-11-28,7,31,84
2756,2024-11-28,10,31,22
2757,2024-11-28,6,31,9
2758,2024-11-28,1,31,98
2759,2024-11-28,3,22,6
2760,2024-11-28,2,31,50
2761,2024-11-28,4,22,38
2762,2024-11-28,8,31,92
2763,2024-11-28,2,22,48
2764,2024-11-28,8,31,73
2765,2024-11-28,5,31,59
2766,2024-11-28,7,31,41
2767,2024-11-28,4,31,1
2768,2024-11-28,5,31,90
2769,2024-11-28,1,22,13
2770,2024-11-28,7,22,95
2771,2024-11-28,1,22,84
2772,2024-11-28,6,31,65
2773,2024-11-28,5,31,93
2774,2024-11-28,4,22,95
2775,2024-11-28,1,31,20
2776,2024-11-28,7,22,43
2777,2024-11-28,2,22,57
2778,2024-11-28,9,22,41
2779,2024-11-28,5,22,15
2780,2024-11-28,10,31,77
2781,2024-11-28,9,31,27
2782,2024-11-28,4,22,70
2783,2024-11-28,1,22,2
2784,2024-11-28,4,31,77
2785,2024-11-28,5,22,54
2786,2024-11-28,8,22,86
2787,2024-11-28,3,22,78
2788,2024-11-28,10,22,86
2789,2024-11-28,6,22,72
2790,2024-11-28,2,22,34
2791,2024-11-28,1,31,71
2792,2024-11-28,9,22,64
2793,2024-11-28,8,22,41
2794,2024-11-28,2,31,94
2795,2024-11-28,4,22,6
2796,2024-11-28,10,22,63
2797,2024-11-28,10,31,93
2798,2024-11-28,1,31,42
2799,2024-11-28,6,22,41
2800,2024-11-28,9,31,29
2801,2024-11-28,9,31,43
2802,2024-11-28,10,22,13
2803,2024-11-28,8,22,36
2804,2024-11-28,2,31,65
2805,2024-11-28,10,31,54
2806,2024-11-28,8,31,98
2807,2024-11-28,9,31,90
2808,2024-11-28,3,31,6
2809,2024-11-28,6,31,90
2810,2024-11-28,1,31,33
2811,2024-11-28,9,31,65
2812,2024-11-28,10,22,6
2813,2024-11-28,6,22,45
2814,2024-11-28,10,22,20
2815,2024-11-28,8,22,34
2816,2024-11-28,7,31,14
2817,2024-11-28,6,31,26
2818,2024-11-28,6,31,63
2819,2024-11-28,10,22,9
2820,2024-11-28,2,22,93
2821,2024-11-28,9,22,50
2822,2024-11-28,2,31,99
2823,2024-11-28,7,22,67
2824,2024-11-28,2,31,53
2825,2024-11-28,7,22,14
2826,2024-11-28,8,31,97
2827,2024-11-28,10,22,51
2828,2024-11-28,6,31,49
2829,2024-11-28,6,31,57
2830,2024-11-28,6,22,1
2831,2024-11-28,10,31,85
2832,2024-11-28,7,31,67
2833,2024-11-28,7,22,75
2834,2024-11-28,7,22,57
2835,2024-11-28,3,22,5
2836,2024-11-28,3,31,51
2837,2024-11-28,1,22,10
2838,2024-11-28,8,22,11
2839,2024-11-28,4,22,60
2840,2024-11-28,6,22,38
2841,2024-11-28,10,31,99
2842,2024-11-28,2,22,96
2843,2024-11-28,1,31,73
2844,2024-11-28,2,31,44
2845,2024-11-28,9,22,69
2846,2024-11-28,6,22,32
2847,2024-11-28,9,22,80
2848,2024-11-28,5,22,70
2849,2024-11-28,9,31,89
2850,2024-11-28,5,22,72
2851,2024-11-28,5,31,11
2852,2024-11-28,1,22,48
2853,2024-11-28,8,22,88
2854,2024-11-28,4,31,85
2855,2024-11-28,3,22,21
2856,2024-11-28,6,31,32
2857,2024-11-28,9,31,56
2858,2024-11-28,4,31,17
2859,2024-11-28,4,31,88
2860,2024-11-28,10,31,33
2861,2024-11-28,6,22,48
2862,2024-11-28,4,31,34
2863,2024-11-28,10,31,14
2864,2024-11-28,5,22,95
2865,2024-11-28,1,22,50
2866,2024-11-28,9,31,56
2867,2024-11-28,6,22,29
2868,2024-11-28,10,31,12
2869,2024-11-28,6,22,90
2870,2024-11-28,8,31,20
2871,2024-11-28,6,31,17
2872,2024-11-28,9,22,32
2873,2024-11-28,6,31,44
2874,2024-11-28,3,31,87
2875,2024-11-28,6,31,61
2876,2024-11-28,6,22,85
2877,2024-11-28,1,22,38
2878,2024-11-28,6,31,35
2879,2024-11-28,2,31,50
2880,2024-11-28,4,31,82
2881,2024-11-28,5,22,34
2882,2024-11-28,9,22,51
2883,2024-11-28,4,22,54
2884,2024-11-28,1,22,59
2885,2024-11-28,1,31,6
2886,2024-11-28,2,31,46
2887,2024-11-28,3,22,97
2888,2024-11-28,10,22,72
2889,2024-11-28,8,31,66
2890,2024-11-28,7,22,59
2891,2024-11-28,7,31,14
2892,2024-11-28,10,31,64
2893,2024-11-28,3,22,36
2894,2024-11-28,8,31,76
2895,2024-11-28,8,31,93
2896,2024-11-28,6,31,90
2897,2024-11-28,6,31,62
2898,2024-11-28,5,31,97
2899,2024-11-28,2,22,58
2900,2024-11-28,6,22,62
2901,2024-11-28,1,22,3
2902,2024-11-28,10,31,93
2903,2024-11-28,5,31,9
2904,2024-11-28,7,22,32
2905,2024-11-28,1,31,43
2906,2024-11-28,9,22,34
2907,2024-11-28,6,31,76
2908,2024-11-28,4,31,81
2909,2024-11-28,5,22,39
2910,2024-11-28,10,22,65
2911,2024-11-28,4,22,40
2912,2024-11-28,5,31,86
2913,2024-11-28,10,31,21
2914,2024-11-28,4,22,44
2915,2024-11-28,5,31,24
2916,2024-11-28,9,22,17
2917,2024-11-28,9,22,65
2918,2024-11-28,2,22,35
2919,2024-11-28,3,31,63
2920,2024-11-28,6,22,81
2921,2024-11-28,2,31,68
2922,2024-11-28,2,31,45
2923,2024-11-28,9,22,79
2924,2024-11-28,1,31,22
2925,2024-11-28,2,22,88
2926,2024-11-28,2,31,36
2927,2024-11-28,8,31,88
2928,2024-11-28,2,31,88
2929,2024-11-28,10,22,82
2930,2024-11-28,9,31,96
2931,2024-11-28,6,22,65
2932,2024-11-28,7,31,82
2933,2024-11-28,8,22,98
2934,2024-11-28,8,22,71
2935,2024-11-28,9,31,46
2936,2024-11-28,4,22,43
2937,2024-11-28,2,31,51
2938,2024-11-28,7,22,3
2939,2024-11-28,4,31,65
2940,2024-11-28,8,22,96
2941,2024-11-28,4,31,15
2942,2024-11-28,7,22,32
2943,2024-11-28,2,22,60
2944,2024-11-28,1,31,23
2945,2024-11-28,2,22,90
2946,2024-11-28,10,31,58
2947,2024-11-28,6,22,2
2948,2024-11-28,10,31,24
2949,2024-11-28,1,22,48
2950,2024-11-28,8,31,93
2951,2024-11-28,5,22,68
2952,2024-11-28,10,22,66
2953,2024-11-28,8,22,54
2954,2024-11-28,9,31,34
2955,2024-11-28,6,22,75
2956,2024-11-28,8,22,32
2957,2024-11-28,10,31,42
2958,2024-11-28,8,31,75
2959,2024-11-28,8,22,13
2960,2024-11-28,1,22,30
2961,2024-11-28,8,22,73
2962,2024-11-28,4,22,60
2963,2024-11-28,10,22,6
2964,2024-11-28,9,22,80
2965,2024-11-28,7,31,86
2966,2024-11-28,10,22,71
2967,2024-11-28,2,31,52
2968,2024-11-28,5,22,82
2969,2024-11-28,2,31,12
2970,2024-11-28,1,31,98
2971,2024-11-28,8,22,87
2972,2024-11-28,2,31,7
2973,2024-11-28,1,22,36
2974,2024-11-28,7,31,7
2975,2024-11-28,1,31,79
2976,2024-11-28,7,22,28
2977,2024-11-28,4,31,77
2978,2024-11-28,4,22,36
2979,2024-11-28,4,22,95
2980,2024-11-28,9,31,89
2981,2024-11-28,9,31,91
2982,2024-11-28,10,22,91
2983,2024-11-28,4,31,69
2984,2024-11-28,4,22,23
2985,2024-11-28,2,22,10
2986,2024-11-28,3,22,68
2987,2024-11-28,7,31,12
2988,2024-11-28,9,31,70
2989,2024-11-28,9,31,65
2990,2024-11-28,6,22,76
2991,2024-11-28,5,22,39
2992,2024-11-28,2,31,37
2993,2024-11-28,3,22,88
2994,2024-11-28,6,31,9
2995,2024-11-28,5,22,67
2996,2024-11-28,5,31,60
2997,2024-11-28,10,31,2
2998,2024-11-28,5,31,63
2999,2024-11-28,8,31,74
3000,2024-11-28,1,31,15
3001,2024-11-28,3,22,45
3002,2024-11-28,8,22,45
3003,2024-11-28,6,22,36
3004,2024-11-28,6,22,95
3005,2024-11-28,10,31,75
3006,2024-11-28,7,31,73
3007,2024-11-28,10,22,67
3008,2024-11-28,2,31,53
3009,2024-11-28,7,31,69
3010,2024-11-28,2,22,71
3011,2024-11-28,9,31,59
3012,2024-11-28,9,22,60
3013,2024-11-28,7,31,27
3014,2024-11-28,4,22,28
3015,2024-11-28,10,31,58
3016,2024-11-28,6,31,65
3017,2024-11-28,1,31,50
3018,2024-11-28,1,22,87
3019,2024-11-28,6,22,50
3020,2024-11-28,3,22,20
3021,2024-11-28,10,22,50
3022,2024-11-28,3,22,82
3023,2024-11-28,3,22,58
3024,2024-11-28,5,22,18
3025,2024-11-28,2,31,1
3026,2024-11-28,7,31,31
3027,2024-11-28,5,22,35
3028,2024-11-28,7,31,21
3029,2024-11-28,2,22,54
3030,2024-11-28,7,22,73
3031,2024-11-28,4,22,61
3032,2024-11-28,6,31,13
3033,2024-11-28,2,22,32
3034,2024-11-28,4,31,41
3035,2024-11-28,7,31,61
3036,2024-11-28,6,22,82
3037,2024-11-28,9,31,15
3038,2024-11-28,7,31,71
3039,2024-11-28,4,31,97
3040,2024-11-28,7,22,28
3041,2024-11-28,1,22,46
3042,2024-11-28,9,31,52
3043,2024-11-28,2,31,9
3044,2024-11-28,8,31,78
3045,2024-11-28,2,31,49
3046,2024-11-28,10,31,61
3047,2024-11-28,1,22,94
3048,2024-11-28,6,22,61
3049,2024-11-28,2,31,92
3050,2024-11-28,10,22,50
3051,2024-11-28,9,31,61
3052,2024-11-28,7,31,25
3053,2024-11-28,7,31,51
3054,2024-11-28,2,22,46
3055,2024-11-28,7,31,44
3056,2024-11-28,6,22,62
3057,2024-11-28,5,31,75
3058,2024-11-28,9,31,61
3059,2024-11-28,7,31,83
3060,2024-11-28,9,31,36
3061,2024-11-28,2,31,6
3062,2024-11-28,7,22,69
3063,2024-11-28,2,31,54
3064,2024-11-28,9,31,52
3065,2024-11-28,4,22,57
3066,2024-11-28,3,31,38
3067,2024-11-28,1,31,43
3068,2024-11-28,3,22,39
3069,2024-11-28,4,31,78
3070,2024-11-28,8,22,80
3071,2024-11-28,2,22,52
3072,2024-11-28,3,31,41
3073,2024-11-28,4,31,87
3074,2024-11-28,3,31,46
3075,2024-11-28,5,31,73
3076,2024-11-28,9,31,57
3077,2024-11-28,2,31,50
3078,2024-11-28,3,22,99
3079,2024-11-28,2,31,68
3080,2024-11-28,5,31,55
3081,2024-11-28,7,31,1
3082,2024-11-28,6,31,35
3083,2024-11-28,1,22,92
3084,2024-11-28,8,31,4
3085,2024-11-28,10,22,52
3086,2024-11-28,5,31,91
3087,2024-11-28,8,22,18
3088,2024-11-28,9,22,95
3089,2024-11-28,6,22,34
3090,2024-11-28,3,22,69
3091,2024-11-28,1,22,45
3092,2024-11-28,3,22,20
3093,2024-11-28,6,22,10
3094,2024-11-28,8,31,70
3095,2024-11-28,4,22,50
3096,2024-11-28,4,31,45
3097,2024-11-28,2,22,86
3098,2024-11-28,7,22,51
